DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230115684,07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,100,1,Central,185,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1234 1822 0334 0302 0432,28,M,B,123,PARKING UNDERGROUND/BUILDING,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,900 S  BROADWAY,,34.0423,-118.2561
232010462,05/20/2023 12:00:00 AM,05/19/2023 12:00:00 AM,2200,20,Olympic,2039,2,624,BATTERY - SIMPLE ASSAULT,0431 2004 1822,57,M,W,109,PARK/PLAYGROUND,511.0,VERBAL THREAT,IC,Invest Cont,624.0,,,,600    WILSHIRE                     PL,,34.0618,-118.2878
231906601,03/02/2023 12:00:00 AM,01/16/2023 12:00:00 AM,1325,19,Mission,1905,2,354,THEFT OF IDENTITY,0930 0935,32,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,14000    FOOTHILL                     BL,,34.3155,-118.4343
230316079,09/04/2023 12:00:00 AM,09/03/2023 12:00:00 AM,1700,3,Southwest,397,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,1200 W  40TH                         PL,,34.0099,-118.2959
230409166,06/07/2023 12:00:00 AM,06/07/2023 12:00:00 AM,900,4,Hollenbeck,443,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 0447 2004,0,M,H,710,OTHER PREMISE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231.0,,,,MARENGO,STATE,34.0578,-118.2102
232106697,03/13/2023 12:00:00 AM,03/13/2023 12:00:00 AM,1223,21,Topanga,2158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1912 0913,20,F,W,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,6300    DE SOTO                      AV,,34.1844,-118.5888
230607236,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,1150,6,Hollywood,646,1,210,ROBBERY,0913 2000 0400 0416 0344 0408,23,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,6500 W  SUNSET                       BL,,34.0987,-118.3337
230500709,07/01/2023 12:00:00 AM,07/01/2023 12:00:00 AM,55,5,Harbor,526,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1822 0399 1240 0432 1309 1310,57,F,H,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,100 W  ANAHEIM                      ST,,33.78,-118.2624
231106624,03/09/2023 12:00:00 AM,03/09/2023 12:00:00 AM,1600,11,Northeast,1101,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 0913 0416,53,M,W,101,STREET,212.0,BOTTLE,AO,Adult Other,230.0,,,,FOREST LAWN                  AV,VENTURA                      FY,34.155,-118.3109
231312338,06/15/2023 12:00:00 AM,06/14/2023 12:00:00 AM,2030,13,Newton,1333,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,34,F,H,101,STREET,,,IC,Invest Cont,420.0,,,,3100    STANFORD                     AV,,34.0171,-118.2618
230310356,05/03/2023 12:00:00 AM,05/03/2023 12:00:00 AM,722,3,Southwest,396,2,354,THEFT OF IDENTITY,0100 0922 1822,39,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,800 W  43RD                         ST,,34.0055,-118.2872
232004414,01/13/2023 12:00:00 AM,01/07/2023 12:00:00 AM,1000,20,Olympic,2027,1,310,BURGLARY,1202 0344 0358 1609 0321 1822,74,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,600 S  NORMANDIE                    AV,,34.0636,-118.3004
230209939,05/02/2023 12:00:00 AM,05/01/2023 12:00:00 AM,2130,2,Rampart,261,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 2004,31,M,H,103,ALLEY,,,IC,Invest Cont,740.0,,,,700 S  CARONDELET                   ST,,34.0584,-118.2811
232111042,06/12/2023 12:00:00 AM,06/12/2023 12:00:00 AM,130,21,Topanga,2161,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,38,M,W,101,STREET,,,IC,Invest Cont,331.0,,,,6000    PAT                          AV,,34.1797,-118.6584
231610362,07/21/2023 12:00:00 AM,07/21/2023 12:00:00 AM,2220,16,Foothill,1613,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0416,25,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11400    BROMONT                      AV,,34.2773,-118.401
231209955,04/11/2023 12:00:00 AM,04/11/2023 12:00:00 AM,1240,12,77th Street,1266,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0400 0421 0361,40,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,600 W  81ST                         ST,,33.9655,-118.2845
231712654,06/30/2023 12:00:00 AM,06/30/2023 12:00:00 AM,700,17,Devonshire,1752,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0913,46,M,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10200    VARIEL                       AV,,34.2554,-118.593
231211189,05/02/2023 12:00:00 AM,05/02/2023 12:00:00 AM,1440,12,77th Street,1273,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0399 1240 1309 1822 0450 0326 1257,0,F,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,,,,WESTERN                      AV,8TH                          ST,33.9564,-118.309
231811861,06/12/2023 12:00:00 AM,06/12/2023 12:00:00 AM,1755,18,Southeast,1802,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,20,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,200 W  93RD                         ST,,33.956,-118.2772
230204305,01/08/2023 12:00:00 AM,01/08/2023 12:00:00 AM,1240,2,Rampart,245,1,210,ROBBERY,1822 0344 0355 0400 0342,60,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,6TH                          ST,ALVARADO                     ST,34.0598,-118.2755
232014755,08/29/2023 12:00:00 AM,08/29/2023 12:00:00 AM,1845,20,Olympic,2011,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510.0,,,,100 N  WESTERN                      AV,,34.0725,-118.3153
231011374,07/15/2023 12:00:00 AM,07/15/2023 12:00:00 AM,15,10,West Valley,1003,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0446 0417 0429 1414 2000 1814 0913 0400 0416,45,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7900    RESEDA                       BL,,34.2148,-118.5404
230313443,07/11/2023 12:00:00 AM,07/11/2023 12:00:00 AM,2245,3,Southwest,392,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0334 0445 2024 1812 0602 0432,33,M,B,512,FOSTER HOME BOYS OR GIRLS*,200.0,KNIFE WITH BLADE 6INCHES OR LESS,JA,Juv Arrest,230.0,,,,4900    11TH                         AV,,33.9985,-118.3294
231307841,03/17/2023 12:00:00 AM,03/16/2023 12:00:00 AM,330,13,Newton,1375,2,901,VIOLATION OF RESTRAINING ORDER,2038 1309 0913,69,M,H,102,SIDEWALK,,,AO,Adult Other,901.0,,,,5300    LATHAM                       ST,,33.993,-118.2514
231215410,07/10/2023 12:00:00 AM,07/10/2023 12:00:00 AM,1,12,77th Street,1243,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,6200    CIMARRON                     ST,,33.9834,-118.3158
231100636,04/19/2023 12:00:00 AM,04/18/2023 12:00:00 AM,1830,11,Northeast,1134,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 0906 1402,0,X,X,102,SIDEWALK,,,AA,Adult Arrest,740.0,998.0,,,2900    DIVISION                     ST,,34.1096,-118.2383
231007662,04/06/2023 12:00:00 AM,04/05/2023 12:00:00 AM,1800,10,West Valley,1078,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510.0,,,,16600    VENTURA                      BL,,34.1613,-118.4917
230316763,09/02/2023 12:00:00 AM,08/14/2023 12:00:00 AM,2230,3,Southwest,314,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1309,23,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,3600 W  MONT CLAIR                   ST,,34.0328,-118.323
230610945,06/08/2023 12:00:00 AM,06/08/2023 12:00:00 AM,943,6,Hollywood,639,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0394,0,X,X,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,1800 N  SERRANO                      AV,,34.1035,-118.3072
230613099,07/28/2023 12:00:00 AM,07/27/2023 12:00:00 AM,2250,6,Hollywood,645,1,330,BURGLARY FROM VEHICLE,0352 1609 0386 1822 1300 1307 0344,28,F,B,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,HAWTHORN,ORANGE,34.1004,-118.3414
231908614,04/28/2023 12:00:00 AM,04/27/2023 12:00:00 AM,1200,19,Mission,1962,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 0429 2000 0913 1814,15,F,H,721,HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,626.0,,,,9300    LEMONA                       AV,,34.2392,-118.4588
231606612,03/24/2023 12:00:00 AM,02/27/2023 12:00:00 AM,240,16,Foothill,1695,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0349,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,7800    VINELAND                     AV,,34.2108,-118.3719
231708949,04/29/2023 12:00:00 AM,04/29/2023 12:00:00 AM,1430,17,Devonshire,1709,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0429 0913 1817,30,M,H,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,15600    ODYSSEY                      DR,,34.2827,-118.4694
231212850,05/27/2023 12:00:00 AM,05/25/2023 12:00:00 AM,1800,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510.0,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
230410627,07/22/2023 12:00:00 AM,07/13/2023 12:00:00 AM,100,4,Hollenbeck,499,1,121,"RAPE, FORCIBLE",2001 1206 0913 0527 0537 1817 0512,26,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,3700 E  OLYMPIC                      BL,,34.0188,-118.1965
232014291,08/18/2023 12:00:00 AM,08/18/2023 12:00:00 AM,1950,20,Olympic,2036,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 2004 1212 0447 0319 0917 0400,0,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,647.0,,,,VERMONT                      AV,8TH                          ST,34.0578,-118.2916
231217216,08/07/2023 12:00:00 AM,07/30/2023 12:00:00 AM,1,12,77th Street,1273,2,662,"BUNCO, GRAND THEFT",,65,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,1400 W  87TH                         ST,,33.959,-118.3003
231909945,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,1140,19,Mission,1924,1,320,"BURGLARY, ATTEMPTED",0314 1822 1601,19,M,H,509,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,,,IC,Invest Cont,320.0,,,,12300    SAN FERNANDO                 RD,,34.2933,-118.4518
231111606,07/29/2023 12:00:00 AM,07/28/2023 12:00:00 AM,1340,11,Northeast,1181,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1100 N  CORONADO                     ST,,34.0795,-118.269
